CustomerID,Recency,Frequency,Monetary,TotalProductsPurchased,UniqueProducts,AvgBasketSize,AvgDaysBetweenPurchases,DaysSinceFirstPurchase,CancellationRate,Segment
13156,385,3,1586.54,914,96,528.8466666666667,2.8155339805825244,676,0.0,Loyal Customers
13157,49,9,5687.36,4762,177,631.9288888888889,2.368,642,0.0,At Risk
13158,95,5,1508.18,992,71,301.636,2.95959595959596,388,0.0,At Risk
13159,9,4,1437.85,1059,113,359.4625,0.8833333333333333,116,0.0,At Risk
13160,22,1,91.8,56,4,91.8,0.0,22,0.0,At Risk
13161,313,2,478.88,106,30,239.44,5.666666666666667,501,0.0,Loyal Customers
13162,122,16,9275.49,5755,191,579.718125,2.586497890295359,735,0.0,At Risk
13163,610,1,17.65,3,2,17.65,0.0,610,0.0,Champions
13164,569,2,372.2,120,7,186.1,10.88888888888889,668,0.0,Champions
13165,46,3,1451.16,1736,47,483.72,7.625,413,0.0,At Risk
13166,283,2,884.18,527,64,442.09,1.9264705882352942,414,0.0,Loyal Customers
13167,19,5,1125.15,1007,65,225.03000000000003,4.6375,390,0.0,At Risk
13168,36,5,1875.31,912,132,375.062,2.82122905027933,542,0.0,At Risk
13169,64,3,840.08,296,16,280.0266666666667,29.294117647058822,562,0.0,At Risk
13170,27,1,116.00999999999999,147,29,116.00999999999999,0.0,27,0.0,At Risk
13171,22,3,468.41,229,37,156.13666666666668,6.155555555555556,299,0.0,At Risk
13172,400,1,69.6,48,1,69.6,0.0,400,0.0,Loyal Customers
13173,4,11,2639.35,1620,163,239.9409090909091,2.9116465863453813,729,0.0,At Risk
13174,16,12,9494.84,4541,615,791.2366666666667,0.6348364279398763,735,0.0,At Risk
13175,582,2,831.45,423,40,415.725,3.4,736,0.0,Champions
13176,46,1,492.84,453,66,492.84,0.0,46,0.0,At Risk
13177,65,2,512.2,180,23,256.1,12.586206896551724,431,0.0,At Risk
13178,26,21,14059.19,8778,228,669.4852380952382,1.0160349854227406,723,0.0,At Risk
13179,619,1,572.3100000000001,368,34,572.3100000000001,0.0,619,0.0,Champions
13180,607,1,86.10000000000001,42,4,86.10000000000001,0.0,607,0.0,Champions
13181,381,1,359.69,171,19,359.69,0.0,381,0.0,Loyal Customers
13182,45,1,121.18,201,11,121.18,0.0,45,0.0,At Risk
13183,8,15,7036.18,4027,65,469.07866666666666,4.04516129032258,636,0.0,At Risk
13184,15,10,1701.29,1692,139,170.129,1.5277777777777777,290,0.0,At Risk
13185,268,1,71.4,12,1,71.4,0.0,268,0.0,Loyal Customers
13186,40,3,1575.89,820,69,525.2966666666667,1.141025641025641,129,0.0,At Risk
13187,337,4,367.01,375,51,91.7525,4.555555555555555,624,0.0,Loyal Customers
13188,11,1,114.60000000000001,25,2,114.60000000000001,0.0,11,0.0,At Risk
13189,19,2,260.68,842,29,130.34,3.4285714285714284,115,0.0,At Risk
13190,544,3,570.66,308,16,190.22,11.75,733,0.0,Champions
13191,658,1,164.69,115,58,164.69,0.0,658,0.0,Champions
13192,95,6,2558.58,1629,138,426.43,3.670807453416149,687,0.0,At Risk
13193,61,1,117.88,50,22,117.88,0.0,61,0.0,At Risk
13194,136,2,472.78,326,10,236.39,31.666666666666668,422,0.0,At Risk
13195,414,1,172.38,83,43,172.38,0.0,414,0.0,Loyal Customers
13196,11,7,3068.84,2006,144,438.4057142857143,3.2406417112299466,617,0.0,At Risk
13197,610,1,373.01000000000005,204,19,373.01000000000005,0.0,610,0.0,Champions
13198,10,8,4974.2300000000005,3449,265,621.7787500000001,1.354632587859425,434,0.0,At Risk
13199,4,67,16432.89,12019,64,245.26701492537313,3.5485436893203883,735,0.0,At Risk
13200,19,4,870.09,516,42,217.5225,2.3777777777777778,126,0.0,At Risk
13201,502,4,1240.6100000000001,1039,65,310.15250000000003,1.6091954022988506,643,0.0,Champions
13202,394,7,1580.3,572,55,225.75714285714284,4.9411764705882355,731,0.0,Loyal Customers
13203,10,10,2648.25,2413,158,264.825,4.238095238095238,722,0.0,At Risk
13204,731,1,966.6600000000001,428,57,966.6600000000001,0.0,731,0.0,Champions
13205,443,1,2803.2,256,1,2803.2,0.0,443,0.0,Loyal Customers
13206,400,13,8377.32,7155,397,644.4092307692307,0.5724137931034483,732,0.0,Loyal Customers
13207,15,4,535.86,178,10,133.965,49.666666666666664,612,0.0,At Risk
13208,59,9,1988.5,1345,202,220.94444444444446,2.675889328063241,736,0.0,At Risk
13209,30,13,8509.51,5781,290,654.5776923076924,1.789041095890411,684,0.0,At Risk
13210,94,1,353.48,316,22,353.48,0.0,94,0.0,At Risk
13211,10,10,2729.32,1890,110,272.932,3.521951219512195,733,0.0,At Risk
13212,20,3,788.08,310,128,262.6933333333333,0.2907801418439716,61,0.0,At Risk
13213,57,11,3851.52,2962,181,350.1381818181818,2.5172413793103448,568,0.0,At Risk
13214,418,7,3264.23,2966,208,466.31857142857143,1.0,646,0.0,Loyal Customers
13215,402,1,81.6,96,1,81.6,0.0,402,0.0,Loyal Customers
13216,268,1,333.74,297,5,333.74,0.0,268,0.0,Loyal Customers
13217,122,4,666.48,512,3,166.62,133.25,656,0.0,At Risk
13218,127,1,62.63999999999999,88,5,62.63999999999999,0.0,127,0.0,At Risk
13219,618,1,76.23,11,11,76.23,0.0,618,0.0,Champions
13220,78,5,1336.0900000000001,396,46,267.218,9.557692307692308,576,0.0,At Risk
13221,240,2,847.41,244,62,423.705,1.8307692307692307,359,0.0,Loyal Customers
13222,577,1,88.5,30,1,88.5,0.0,577,0.0,Champions
13223,200,6,969.1200000000001,568,9,161.52,38.666666666666664,665,0.0,Loyal Customers
13224,60,2,2155.95,1518,102,1077.975,0.8504672897196262,151,0.0,At Risk
13225,3,16,16260.07,7401,67,1016.254375,5.798387096774194,723,0.0,At Risk
13226,273,2,312.46,179,28,156.23,4.444444444444445,393,0.0,Loyal Customers
13227,202,1,257.7,99,9,257.7,0.0,202,0.0,Loyal Customers
13228,81,1,358.0,200,2,358.0,0.0,81,0.0,At Risk
13229,226,1,160.95,63,10,160.95,0.0,226,0.0,Loyal Customers
13230,4,30,6360.78,3635,674,212.02599999999998,0.4678624813153961,631,0.0,At Risk
13232,13,7,1357.6,778,147,193.94285714285712,1.116504854368932,243,0.0,At Risk
13233,74,4,1176.46,1604,74,294.115,8.253333333333334,694,0.0,At Risk
13234,673,2,356.95,162,56,178.475,0.9516129032258065,733,0.0,Champions
13235,212,1,1031.07,441,53,1031.07,0.0,212,0.0,Loyal Customers
13236,25,2,744.85,416,34,372.425,2.342857142857143,107,0.0,At Risk
13237,388,1,643.0,128,24,643.0,0.0,388,0.0,Loyal Customers
13238,17,6,1006.63,442,27,167.77166666666668,12.456521739130435,590,0.0,At Risk
13239,262,5,1594.69,1187,87,318.938,2.5806451612903225,502,0.0,Loyal Customers
13240,96,8,1738.52,859,160,217.315,2.417391304347826,652,0.0,At Risk
13241,412,1,115.58,48,40,115.58,0.0,412,0.0,Loyal Customers
13242,112,7,699.4,350,19,99.91428571428571,16.323529411764707,668,0.0,At Risk
13243,203,5,1278.04,579,168,255.608,1.9543378995433789,631,0.0,Loyal Customers
13244,93,1,121.74000000000001,38,27,121.74000000000001,0.0,93,0.0,At Risk
13245,51,2,989.22,371,43,494.61,8.659090909090908,432,0.0,At Risk
13246,18,11,3387.43,2815,232,307.9481818181818,1.3412698412698412,525,0.0,At Risk
13247,18,4,501.12,328,18,125.28,2.6666666666666665,83,0.0,At Risk
13248,125,2,465.68,305,25,232.84,2.56,189,0.0,At Risk
13249,92,9,1608.93,1246,21,178.77,17.41176470588235,685,0.0,At Risk
13250,461,2,256.04,108,18,128.02,2.1578947368421053,502,0.0,Loyal Customers
13251,402,1,252.68,215,25,252.68,0.0,402,0.0,Loyal Customers
13252,394,2,399.3,134,19,199.65,12.833333333333334,626,0.0,Loyal Customers
13253,157,4,2951.11,3015,73,737.7775,7.378378378378378,704,0.0,At Risk
13254,376,1,51.410000000000004,43,4,51.410000000000004,0.0,376,0.0,Loyal Customers
13255,9,3,904.46,517,26,301.4866666666667,16.193548387096776,512,0.0,At Risk
13256,14,1,0.0,12540,1,0.0,0.0,14,0.0,At Risk
13257,436,1,149.75,33,7,149.75,0.0,436,0.0,Loyal Customers
13258,12,5,1035.18,451,29,207.036,8.622222222222222,401,0.0,At Risk
13259,62,9,1433.38,517,235,159.26444444444445,1.9721362229102166,699,0.0,At Risk
13260,61,1,557.62,142,8,557.62,0.0,61,0.0,At Risk
13261,269,2,944.1,210,8,472.05,2.125,286,0.0,Loyal Customers
13262,263,3,573.45,247,48,191.15,6.877551020408164,601,0.0,Loyal Customers
13263,1,39,8704.69,5390,514,223.1971794871795,0.21417404898384576,413,0.0,At Risk
13264,443,1,722.5600000000001,375,38,722.5600000000001,0.0,443,0.0,Loyal Customers
13265,53,5,2107.66,1752,66,421.532,2.4444444444444446,274,0.0,At Risk
13266,11,19,6135.04,6837,155,322.89684210526315,2.323529411764706,723,0.0,At Risk
13267,3,36,9758.26,4104,163,271.0627777777778,1.7152941176470589,732,0.0,At Risk
13268,18,11,3214.69,3658,259,292.24454545454546,0.5671981776765376,267,0.0,At Risk
13269,1,28,8891.7,6564,258,317.5607142857143,1.4779116465863453,738,0.0,At Risk
13270,366,1,1180.0,400,1,1180.0,0.0,366,0.0,Loyal Customers
13271,37,1,217.38,253,79,217.38,0.0,37,0.0,At Risk
13272,31,2,276.56,96,15,138.28,4.142857142857143,90,0.0,At Risk
13273,113,1,138.98,153,16,138.98,0.0,113,0.0,At Risk
13274,409,1,360.85,199,19,360.85,0.0,409,0.0,Loyal Customers
13275,384,2,241.66,140,48,120.83,5.061224489795919,632,0.0,Loyal Customers
13276,64,5,1939.26,855,208,387.852,2.3306451612903225,642,0.0,At Risk
13277,16,7,523.3,382,11,74.75714285714285,23.818181818181817,540,0.0,At Risk
13278,41,4,1435.85,1358,82,358.9625,5.317757009345795,611,0.0,At Risk
13279,78,1,137.75,73,9,137.75,0.0,78,0.0,At Risk
13280,122,7,2322.63,1495,167,331.80428571428575,2.4976076555023923,645,0.0,At Risk
13281,439,1,350.85,201,22,350.85,0.0,439,0.0,Loyal Customers
13282,18,4,1313.19,410,42,328.2975,7.76,406,0.0,At Risk
13283,60,4,373.36,204,20,93.34,30.526315789473685,640,0.0,At Risk
13284,331,1,201.19,91,13,201.19,0.0,331,0.0,Loyal Customers
13285,23,6,3364.59,2457,190,560.765,2.608695652173913,624,0.0,At Risk
13286,600,1,734.91,274,46,734.91,0.0,600,0.0,Champions
13287,603,3,781.59,429,46,260.53000000000003,1.9423076923076923,705,0.0,Champions
13288,443,5,927.61,379,7,185.522,24.77777777777778,666,0.0,Loyal Customers
13289,724,1,307.95,119,16,307.95,0.0,724,0.0,Champions
13290,438,1,208.63,1,1,208.63,0.0,438,0.0,Loyal Customers
13291,156,11,3320.84,1619,159,301.8945454545455,1.5596330275229358,666,0.0,At Risk
13292,39,5,994.51,530,55,198.902,8.39655172413793,526,0.0,At Risk
13293,392,6,1192.94,555,54,198.82333333333335,3.887323943661972,669,0.0,Loyal Customers
13294,190,3,1689.53,996,94,563.1766666666666,4.514851485148514,646,0.0,Loyal Customers
13295,360,4,1101.97,733,56,275.4925,3.287878787878788,577,0.0,Loyal Customers
13296,137,6,792.51,653,50,132.085,8.442307692307692,577,0.0,At Risk
13297,8,7,4368.62,2694,110,624.0885714285714,4.377049180327869,543,0.0,At Risk
13298,1,1,360.0,96,2,360.0,0.0,1,0.0,At Risk
13299,268,3,1218.7,416,56,406.23333333333335,4.262295081967213,529,0.0,Loyal Customers
13300,169,3,1285.51,455,46,428.50333333333333,7.481481481481482,574,0.0,At Risk
13301,104,4,618.09,345,75,154.5225,2.35,292,0.0,At Risk
13302,155,2,159.2,12,3,79.6,185.5,527,0.0,At Risk
13303,400,1,61.72,26,4,61.72,0.0,400,0.0,Loyal Customers
13304,351,4,1217.99,716,61,304.4975,4.12987012987013,670,0.0,Loyal Customers
13305,4,16,3754.71,2361,153,234.669375,3.097560975609756,639,0.0,At Risk
13306,430,1,53.65,74,4,53.65,0.0,430,0.0,Loyal Customers
13307,120,3,273.34,140,15,91.11333333333333,33.714285714285715,592,0.0,At Risk
13308,23,4,1670.3700000000001,1073,65,417.59250000000003,8.2,597,0.0,At Risk
13309,7,6,1706.3700000000001,1914,96,284.39500000000004,2.9844961240310077,393,0.0,At Risk
13310,28,5,1541.2,816,81,308.24,3.978723404255319,402,0.0,At Risk
13311,4,2,598.57,305,26,299.285,5.8,150,0.0,At Risk
13312,451,1,124.75,41,5,124.75,0.0,451,0.0,Loyal Customers
13313,22,12,3445.32,2308,118,287.11,3.8440860215053765,737,0.0,At Risk
13314,2,3,775.94,560,55,258.6466666666667,1.180327868852459,74,0.0,At Risk
13315,689,1,310.26,232,22,310.26,0.0,689,0.0,Champions
13316,37,10,13191.57,21372,116,1319.157,3.4597701149425286,640,0.0,At Risk
13317,66,19,6486.091,3149,235,341.3732105263158,1.924198250728863,727,0.0,At Risk
13318,1,3,640.76,304,14,213.58666666666667,1.894736842105263,37,0.0,At Risk
13319,5,58,22082.5,9270,373,380.73275862068965,0.7620545073375262,733,0.0,At Risk
13320,78,6,2228.1,1519,103,371.34999999999997,2.684563758389262,479,0.0,At Risk
13321,72,2,567.36,372,10,283.68,1.4,86,0.0,At Risk
13322,17,1,199.48000000000002,117,25,199.48000000000002,0.0,17,0.0,At Risk
13323,3,5,787.85,175,6,157.57,4.05,84,0.0,At Risk
13324,36,18,10513.47,8448,36,584.0816666666666,4.022900763358779,564,0.0,At Risk
13325,82,1,675.3,240,12,675.3,0.0,82,0.0,At Risk
13326,432,1,281.76,140,13,281.76,0.0,432,0.0,Loyal Customers
13327,39,20,9879.48,4479,183,493.974,2.0,721,0.0,At Risk
13328,316,1,1308.48,680,17,1308.48,0.0,316,0.0,Loyal Customers
13329,32,8,5112.97,3486,73,639.12125,5.669354838709677,735,0.0,At Risk
13330,93,6,2806.18,1975,82,467.69666666666666,4.803418803418803,655,0.0,At Risk
13331,402,1,262.4,54,12,262.4,0.0,402,0.0,Loyal Customers
13332,14,1,350.9,179,21,350.9,0.0,14,0.0,At Risk
13333,411,3,1015.74,685,54,338.58,4.574074074074074,659,0.0,Loyal Customers
13334,82,5,6263.75,3227,336,1252.75,1.1899791231732777,653,0.0,At Risk
13336,77,1,795.12,559,51,795.12,0.0,77,0.0,At Risk
13337,546,1,1575.26,980,87,1575.26,0.0,546,0.0,Champions
13338,158,4,2445.62,1151,116,611.405,4.291338582677166,704,0.0,At Risk
13339,201,1,860.12,326,54,860.12,0.0,201,0.0,Loyal Customers
13340,45,12,22100.56,9636,197,1841.7133333333334,2.8457943925233646,655,0.0,At Risk
13341,261,1,775.85,301,42,775.85,0.0,261,0.0,Loyal Customers
13343,178,1,353.43,135,19,353.43,0.0,178,0.0,Loyal Customers
13344,68,3,2543.72,971,115,847.9066666666666,1.771186440677966,278,0.0,At Risk
13345,288,1,389.5,141,20,389.5,0.0,288,0.0,Loyal Customers
13346,463,6,299.4,180,4,49.9,26.6,597,0.0,Loyal Customers
13347,70,1,341.36,205,8,341.36,0.0,70,0.0,At Risk
13348,64,1,233.76,136,14,233.76,0.0,64,0.0,At Risk
13349,11,1,247.32,225,16,247.32,0.0,11,0.0,At Risk
13350,16,2,979.12,287,36,489.56,1.6153846153846154,79,0.0,At Risk
13351,66,1,373.94,117,16,373.94,0.0,66,0.0,At Risk
13352,60,1,397.97999999999996,321,24,397.97999999999996,0.0,60,0.0,At Risk
13354,71,1,743.53,604,51,743.53,0.0,71,0.0,At Risk
13355,122,1,674.7,314,32,674.7,0.0,122,0.0,At Risk
13356,80,1,768.24,325,42,768.24,0.0,80,0.0,At Risk
13357,257,5,3838.36,2142,292,767.672,0.9271356783919598,627,0.0,Loyal Customers
13358,269,1,439.03,285,29,439.03,0.0,269,0.0,Loyal Customers
13359,64,2,1043.31,381,52,521.655,6.163636363636364,403,0.0,At Risk
13360,432,4,1553.65,942,58,388.4125,4.138461538461539,701,0.0,Loyal Customers
13361,472,2,1450.5,324,30,725.25,4.393939393939394,618,0.0,Champions
13362,9,7,5394.07,2481,186,770.5814285714285,1.3973063973063973,425,0.0,At Risk
13363,18,3,1723.86,1146,79,574.62,3.881188118811881,410,0.0,At Risk
13364,71,1,134.95999999999998,71,10,134.95999999999998,0.0,71,0.0,At Risk
13365,34,2,2225.37,1247,122,1112.685,1.4488188976377954,218,0.0,At Risk
13366,50,1,56.160000000000004,144,1,56.160000000000004,0.0,50,0.0,At Risk
13367,432,1,510.20000000000005,253,20,510.20000000000005,0.0,432,0.0,Loyal Customers
13368,257,4,1121.5,606,45,280.375,3.2549019607843137,424,0.0,Loyal Customers
13369,366,1,616.5600000000001,298,14,616.5600000000001,0.0,366,0.0,Loyal Customers
13370,372,1,1509.74,686,39,1509.74,0.0,372,0.0,Loyal Customers
13371,505,2,2297.66,1019,78,1148.83,1.3956043956043955,632,0.0,Champions
13372,90,1,378.64,159,23,378.64,0.0,90,0.0,At Risk
13373,61,6,7587.1900000000005,4263,293,1264.5316666666668,1.8823529411764706,734,0.0,At Risk
13374,415,2,422.8,135,17,211.4,2.125,450,0.0,Loyal Customers
13375,89,2,1792.23,1124,63,896.115,5.085714285714285,445,0.0,At Risk
13376,99,3,1019.76,493,45,339.92,2.5961538461538463,234,0.0,At Risk
13377,397,2,1552.88,748,73,776.44,3.2337662337662336,646,0.0,Loyal Customers
13379,26,3,572.56,601,85,190.85333333333332,1.1458333333333333,137,0.0,At Risk
13380,433,1,62.4,48,3,62.4,0.0,433,0.0,Loyal Customers
13381,32,12,8224.37,5125,165,685.3641666666667,1.9887323943661972,738,0.0,At Risk
13382,281,5,1387.58,863,74,277.51599999999996,5.305882352941176,732,0.0,Loyal Customers
13383,544,1,305.28000000000003,288,1,305.28000000000003,0.0,544,0.0,Champions
13384,31,11,6680.83,4142,196,607.3481818181818,1.7832699619771863,501,0.0,At Risk
13385,330,1,534.57,281,35,534.57,0.0,330,0.0,Loyal Customers
13386,414,2,835.46,514,25,417.73,0.7333333333333333,437,0.0,Loyal Customers
13387,417,1,189.44,125,71,189.44,0.0,417,0.0,Loyal Customers
13388,131,3,1185.65,701,68,395.2166666666667,6.9411764705882355,604,0.0,At Risk
13389,11,3,797.96,429,50,265.9866666666667,4.42,233,0.0,At Risk
13390,75,1,544.08,224,13,544.08,0.0,75,0.0,At Risk
13391,204,1,59.8,4,1,59.8,0.0,204,0.0,Loyal Customers
13392,677,1,91.14,82,8,91.14,0.0,677,0.0,Champions
13393,584,4,1131.45,662,53,282.8625,2.176470588235294,732,0.0,Champions
13394,2,19,6621.7,5354,272,348.5105263157895,1.803921568627451,739,0.0,At Risk
13395,185,3,1180.23,1660,77,393.41,2.95,421,0.0,Loyal Customers
13396,29,2,1360.99,600,42,680.495,6.904761904761905,319,0.0,At Risk
13397,73,10,3191.87,1336,74,319.187,7.0,689,0.0,At Risk
13398,192,2,670.34,341,38,335.17,6.7368421052631575,449,0.0,Loyal Customers
13399,464,3,275.4,120,10,91.8,3.857142857142857,519,0.0,Champions
13400,583,1,310.83,284,23,310.83,0.0,583,0.0,Champions
13402,127,4,1535.13,1107,56,383.7825,4.6,565,0.0,At Risk
13403,18,3,229.5,114,9,76.5,88.125,723,0.0,At Risk
13404,1,2,252.49,111,11,126.245,21.1,213,0.0,At Risk
13405,74,6,1213.811,855,33,202.30183333333332,15.476190476190476,724,0.0,At Risk
13406,427,2,568.92,292,8,284.46,25.5,632,0.0,Loyal Customers
13407,579,3,2244.7,1690,85,748.2333333333332,0.9880952380952381,662,0.0,Champions
13408,2,106,51733.462,29499,345,488.0515283018868,0.8736591179976162,736,0.0,At Risk
13410,24,9,2201.96,1244,25,244.66222222222223,14.428571428571429,731,0.0,At Risk
13411,107,1,213.55,72,17,213.55,0.0,107,0.0,At Risk
13412,620,1,487.34999999999997,176,33,487.34999999999997,0.0,620,0.0,Champions
13413,640,6,429.44,455,38,71.57333333333334,1.119047619047619,687,0.0,Champions
13414,134,6,2494.14,2702,48,415.69,8.685185185185185,603,0.0,At Risk
13415,473,4,800.67,502,85,200.1675,2.4757281553398056,728,0.0,Champions
13416,44,3,940.8000000000001,208,16,313.6,27.68,736,0.0,At Risk
13417,5,6,1669.49,532,59,278.24833333333333,8.736842105263158,670,0.0,At Risk
13418,12,31,12233.6,7606,347,394.6322580645161,1.2740213523131672,728,0.0,At Risk
13419,64,1,221.06,275,16,221.06,0.0,64,0.0,At Risk
13420,150,2,159.85,101,8,79.925,2.857142857142857,171,0.0,At Risk
13421,40,8,4103.12,2420,183,512.89,2.2952029520295203,663,0.0,At Risk
13422,64,1,2626.3,1326,127,2626.3,0.0,64,0.0,At Risk
13423,429,1,217.03,141,12,217.03,0.0,429,0.0,Loyal Customers
13424,450,1,572.77,529,40,572.77,0.0,450,0.0,Loyal Customers
13425,108,5,3403.63,2382,136,680.726,2.6610169491525424,579,0.0,At Risk
13426,1,22,8167.38,4868,171,371.24454545454546,2.1315789473684212,730,0.0,At Risk
13427,19,6,1006.53,880,35,167.755,13.764705882352942,722,0.0,At Risk
13428,10,3,499.98,366,122,166.66,3.5244755244755246,514,0.0,At Risk
13429,11,4,1006.8,1390,55,251.7,0.9696969696969697,75,0.0,At Risk
13430,19,2,679.45,751,48,339.725,1.3958333333333333,86,0.0,At Risk
13431,67,8,3316.24,1570,115,414.53,4.625,660,0.0,At Risk
13432,571,2,439.1,217,98,219.55,0.36363636363636365,612,0.0,Champions
13433,501,4,658.3199999999999,190,24,164.57999999999998,8.478260869565217,697,0.0,Champions
13434,74,5,1666.8600000000001,864,17,333.372,17.08823529411765,656,0.0,At Risk
13435,5,9,4475.2300000000005,2791,97,497.24777777777786,3.271523178807947,500,0.0,At Risk
13436,2,1,196.89,76,12,196.89,0.0,2,0.0,At Risk
13437,14,7,3408.06,1283,143,486.86571428571426,1.0542168674698795,190,0.0,At Risk
13438,547,1,46.5,10,1,46.5,0.0,547,0.0,Champions
13439,255,3,986.61,952,133,328.87,1.6265060240963856,526,0.0,Loyal Customers
13440,423,7,1295.25,573,49,185.03571428571428,0.4827586206896552,452,0.0,Loyal Customers
13441,92,2,720.9,520,33,360.45,9.162162162162161,432,0.0,At Risk
13442,667,3,419.87,115,33,139.95666666666668,1.8918918918918919,738,0.0,Champions
13443,449,6,1280.16,809,177,213.36,1.1231527093596059,677,0.0,Loyal Customers
13444,374,2,631.6800000000001,337,51,315.84000000000003,2.2982456140350878,506,0.0,Loyal Customers
13445,626,1,241.89999999999998,198,7,241.89999999999998,0.0,626,0.0,Champions
13446,430,11,3881.89,2403,116,352.8990909090909,1.219895287958115,664,0.0,Loyal Customers
13447,23,3,1129.14,584,55,376.38000000000005,0.20689655172413793,36,0.0,At Risk
13448,17,13,9240.87,4404,330,710.8361538461539,1.2872531418312387,734,0.0,At Risk
13449,24,1,291.88,222,19,291.88,0.0,24,0.0,At Risk
13450,27,13,4120.04,4318,57,316.92615384615385,3.9452054794520546,603,0.0,At Risk
13451,26,11,7190.92,5268,597,653.72,0.5773294908741594,628,0.0,At Risk
13452,259,3,729.8,6,2,243.26666666666665,106.5,473,0.0,Loyal Customers
13453,166,3,781.6899999999999,341,33,260.56333333333333,6.051282051282051,402,0.0,At Risk
13454,641,1,219.87,198,23,219.87,0.0,641,0.0,Champions
13455,25,6,2905.93,985,86,484.32166666666666,4.937062937062937,731,0.0,At Risk
13456,18,6,1766.72,765,43,294.4533333333333,3.0483870967741935,207,0.0,At Risk
13457,689,2,148.22,96,9,74.11,6.0,738,0.0,Champions
13458,7,16,11959.27,6760,295,747.454375,0.7871900826446281,388,0.0,At Risk
13459,625,2,1160.4099999999999,986,57,580.2049999999999,0.7916666666666666,682,0.0,Champions
13460,29,2,183.44,286,16,91.72,1.25,50,0.0,At Risk
13461,39,6,4160.0,3132,36,693.3333333333334,9.147540983606557,597,0.0,At Risk
13462,253,5,1153.85,697,65,230.76999999999998,6.757142857142857,726,0.0,Loyal Customers
13464,58,6,3097.64,1440,128,516.2733333333333,3.7266666666666666,618,0.0,At Risk
13465,446,2,931.12,584,34,465.56,4.212121212121212,586,0.0,Loyal Customers
13466,184,5,1013.35,660,51,202.67000000000002,8.222222222222221,628,0.0,At Risk
13467,11,2,1083.71,584,89,541.855,0.25510204081632654,36,0.0,At Risk
13468,2,72,13390.51,5824,300,185.97930555555556,1.0096286107290233,736,0.0,At Risk
13469,653,1,82.4,52,6,82.4,0.0,653,0.0,Champions
13470,99,2,165.0,100,7,82.5,1.6666666666666667,115,0.0,At Risk
13471,1,4,2531.58,1590,214,632.895,0.1776061776061776,47,0.0,At Risk
13472,464,2,592.24,310,24,296.12,3.3703703703703702,556,0.0,Champions
13473,61,8,2657.7599999999998,1000,65,332.21999999999997,9.608695652173912,724,0.0,At Risk
13474,236,3,663.79,334,116,221.26333333333332,2.0,495,0.0,Loyal Customers
13475,191,4,1431.78,1012,64,357.945,1.2588235294117647,299,0.0,Loyal Customers
13476,179,5,2061.4700000000003,713,90,412.29400000000004,4.438095238095238,645,0.0,At Risk
13477,38,11,2834.17,2095,112,257.6518181818182,4.114649681528663,684,0.0,At Risk
13478,469,5,2215.78,1189,114,443.15600000000006,1.6693548387096775,677,0.0,Champions
13479,201,4,851.37,716,45,212.8425,5.3076923076923075,477,0.0,Loyal Customers
13480,417,2,627.82,362,40,313.91,6.55,680,0.0,Loyal Customers
13481,46,11,3830.84,2055,167,348.2581818181818,3.0896860986547083,736,0.0,At Risk
13482,232,2,336.09,187,20,168.045,20.789473684210527,628,0.0,Loyal Customers
13483,66,1,140.34,160,10,140.34,0.0,66,0.0,At Risk
13484,241,3,790.72,224,38,263.5733333333333,10.473684210526315,640,0.0,Loyal Customers
13485,233,11,3019.2200000000003,1798,134,274.4745454545455,3.2038216560509554,736,0.0,Loyal Customers
13486,78,3,1122.41,669,69,374.1366666666667,1.1176470588235294,155,0.0,At Risk
13487,58,5,846.87,362,34,169.374,14.104166666666666,735,0.0,At Risk
13488,17,23,15587.88,7891,385,677.7339130434782,0.921161825726141,684,0.0,At Risk
13489,105,4,449.52,560,11,112.38,14.538461538461538,295,0.0,At Risk
13490,654,1,154.25,25,8,154.25,0.0,654,0.0,Champions
13491,52,27,4566.56,2385,157,169.13185185185188,2.550561797752809,733,0.0,At Risk
13492,136,3,1269.84,408,38,423.28,1.5918367346938775,215,0.0,At Risk
13493,275,2,618.63,380,6,309.315,1.5714285714285714,287,0.0,Loyal Customers
13494,312,1,316.26000000000005,162,18,316.26000000000005,0.0,312,0.0,Loyal Customers
13495,8,10,5374.26,2674,62,537.426,4.958904109589041,733,0.0,At Risk
13496,11,2,653.33,341,29,326.665,10.264705882352942,360,0.0,At Risk
13497,283,6,1320.33,579,52,220.05499999999998,5.848484848484849,670,0.0,Loyal Customers
13498,730,1,327.38,362,17,327.38,0.0,730,0.0,Champions
13499,18,5,1159.11,1365,31,231.82199999999997,6.146341463414634,270,0.0,At Risk
13500,23,4,1466.3,838,77,366.575,4.5,401,0.0,At Risk
13501,288,3,2885.11,1253,93,961.7033333333334,2.495575221238938,570,0.0,Loyal Customers
13502,17,5,780.5,490,28,156.1,16.59375,549,0.0,At Risk
13503,71,6,1905.39,1118,159,317.565,2.989847715736041,661,0.0,At Risk
13504,64,1,295.93,178,22,295.93,0.0,64,0.0,At Risk
13505,73,4,4393.63,2486,182,1098.4075,0.7429906542056075,233,0.0,At Risk
13506,316,5,1639.2,1174,57,327.84000000000003,1.4845360824742269,461,0.0,Loyal Customers
13507,3,4,2479.16,1597,147,619.79,0.8819875776397516,146,0.0,At Risk
13508,244,2,287.05,180,28,143.525,14.777777777777779,643,0.0,Loyal Customers
13509,9,8,1114.72,1214,32,139.34,10.375,508,0.0,At Risk
